|Nom entreprise|Adresse|Ville|Telephone
266|Centro Veterinario Prieto|Doctor Peris, 52|La Pobla de Vallbona, València (España)|962.763.446
267|Clínica Veterinària Horta|Plaça de Castelao, 2|Barcelona, Barcelona (España)|933.572.534
268|BCN Clínica Veterinària|Segle XX, 9|Barcelona, Barcelona (España)|934.086.104
269|Clínica Veterinària Els Llops|Avda.300, nº 24-26|Castelldefels, Barcelona (España)|936.342.188
270|Hospital Veterinari Roc Verd|Av. Cornellà, 127|Esplugues de Llobregat, Barcelona (España)|934.731.166
271|VET’s Avinguda|Av. Barberà, 114|Sabadell, Barcelona (España)|937.112.115
272|Aura Veterinària (Grupo Sabavet)|Av. Matadepera, 237|Sabadell, Barcelona (España)|937.233.768
273|Clínica Veterinària Mirasol|Vallseca, 140 - local 2|Sant Cugat del Vallès, Barcelona (España)|935.894.978
274|Centre Veterinari Mima'ns|Pelegrí Ballester, 30|Vilanova i la Geltrú, Barcelona (España)|938.158.658
275|Clínica Veterinaria Sant Joan|Lluís Jover, 76|Vilassar de Mar, Barcelona (España)|937.502.290
276|Centro Veterinario Grandes Valles|Valle del Alberche, 80 (Ctra. Villalba a Guadarrama km. 3, junto Salida 42 A6)|Guadarrama, Madrid (España)|918.505.102
277|Centro Veterinario Henares S.l.|Ctra. Estación S/N|Meco, Madrid (España)|918.876.412
278|El Mirador|Av. Príncipe de Asturias, 33|Villaviciosa de Odón, Madrid (España)|916.160.721
279|Clínica Veterinària Poblavet|Av/ Vicario Camarena 16-B|La Pobla de Vallbona, València (España)|961.662.459, 655.691.881
280|Hospital Veterinari Desvern|Roquetes, 6 Baixos|Sant Just Desvern, Barcelona (España)|934.990.648
281|Clínic's Veterinaris|Marquesa de Montortal, 32|Carcaixent, València (España)|960.046.967
282|Clínica Veteralia Movet 24 h.|Avda. Burgos, 19|Mollet del Vallès, Barcelona (España)|935.701.846
283|Clínica Veterinaria Silvican|Avenida Isabel de Farnesio 34 bis, Local 2|Boadilla del Monte, Madrid (España)|916.326.637
284|Clínica Veterinària VeterVall|Gran Vía Germaníes, 60|Tavernes de la Valldigna, València (España)|962.837.588
285|Clínica Veterinària Gosbet|Plaça Onze de Setembre, 7 (bis)|Ripollet, Barcelona (España)|935.807.167
286|Camoix Clínica Veterinària|Río Jiloca, s/n|Valencia, València (España)|963.279.288
287|Clinica Veterinaria Aranjuez|Pza Conde de Elda 11|Aranjuez, Madrid (España)|918.924.116
288|Hospital Veterinari Cardedeu - Centre Llinars|Reverend Pere Bonastre, 3|Llinars del Vallès, Barcelona (España)|938.412.540
289|Hospital Veterinari Cardedeu|Àngel Guimerà, 71|Cardedeu, Barcelona (España)|938.462.051
290|Clínica Veterinaria Tropical Manises|San Antonio, 115|Mislata, València (España)|961.296.666
291|Vetpoint Clínica Veterinaria|Aprestadora, 61-65 Local 2|L'Hospitalet de Llobregat, Barcelona (España)|932.966.209
292|Clínica Veterinaria La Dehesa|María Blanchard, 12 Local 2|San Sebastián de los Reyes, Madrid (España)|912.685.778
293|Centro Veterinario Perales del Río|Groenlandia, 4|Getafe, Madrid (España)|916.847.926
294|Clínica Veterinaria Artigas|Micer Mascó, 14|Valencia, València (España)|963.213.852
295|Centre Veterinari La Florida|Torrent Gornal, 20|L'Hospitalet de Llobregat, Barcelona (España)|934.406.186
296|Centro Veterinario Api|Sector Pintores, 24|Tres Cantos, Madrid (España)|912.298.520
297|Centro Veterinario El Deleite|Calle Florida, 78|Aranjuez, Madrid (España)|918.915.439
298|Clínica veterianaria bichopolis|carretera de castilla 360 bajo carretera de castilla 360 bajo|Ferrol, A Coruña (España)|881.128.372
299|Clínica Veterinaria Wau|C/Mayor,44|Molina de Segura, Murcia (España)|968.640.913
300|Policlinica Veterinaria OZA|Paseo de las Autonomías 17 Bajos|Huesca, Huesca (España)|974.232.551
301|Centre Veterinari Alella i Cabrils|Torrent de Vallbona, 10|Alella, Barcelona (España)|935.403.376
302|Centre Veterinari Alella i Cabrils|Passatge Horts de la Santa Creu, 12|Cabrils, Barcelona (España)|937.509.573
303|Clínica Veterinària Nova Sabadell|Escola Pia, 94 96|Sabadell, Barcelona (España)|937.259.983
304|Clínica Veterinària del Centre|Colom, 53|Sabadell, Barcelona (España)|937.271.837
305|Clínica Ars Veterinària|Déu i Mata, 112-116|Barcelona, Barcelona (España)|934.304.434
306|Clínica Veterinària Poble Nou|Camí antic de València, 18|Barcelona, Barcelona (España)|933.008.726, 933.006.021
307|Hospital Veterinari Martorell|Francesc Pujols, 13|Martorell, Barcelona (España)|937.753.152
308|Zoològic Badalona Veterinària|De la Conquista, 74|Badalona, Barcelona (España)|933.885.354
309|Centro Veterinario El Refugio|C/ Roquetas de Mar, 21|Madrid, Madrid (España)|913.836.951
310|Centro Veterinario Mediterráneo|Avda. Mediterráneo, 14|Madrid, Madrid (España)|915.514.859
311|Hospital Veterinario Arturo Soria|Arturo Soria, 317 bajo (local)|Madrid, Madrid (España)|917.668.774
312|Hospital Veterinario Postas|Carretera Andalucía, 95|Aranjuez, Madrid (España)|918.925.315
313|Centro Veterinario Yatra|Av. Juan Pablo II, 60|Pozuelo de Alarcón, Madrid (España)|917.156.116
314|Centro Clínico Veterinario Victor De La Serna|Víctor de la Serna, 8|Madrid, Madrid (España)|914.150.972
315|Hospital Veterinario Valdelasfuentes|Av. Valdelasfuentes, 25|San Sebastián de los Reyes, Madrid (España)|916.516.935
316|Centro Policlínico Veterinario Málaga Dr. Flores|Gerona, 1 (Esquina Mauricio Moro, junto a Tráfico)(Esquina Mauricio Moro, junto a Trá|Málaga, Málaga (España)|952.314.427
317|Hospital Veterinario San Vicente|Veterinario Manuel Isidro Rodríguez García, 17|San vicente del raspeig, Alicante (España)|965.668.582
318|Hospital Veterinario Archiduque Carlos|Archiduque Carlos, 48|Valencia, València (España)|963.784.440. �.�
319|Hospital Clínico Veterinario Ceu|Santiago Ramón y Cajal, s/n|Alfara del Patriarca, València (España)|961.369.028
320|Clínica Veterinaria Ordás|Plaça Mercat, 8|Algemesí, València (España)|962.482.415
321|Clínica Veterinaria Eurovet|Francisco Martínez, 1|Valencia, València (España)|963.611.911
322|Clínica Veterinaria Menescal|Av. Nueve de Octubre, 144|Sagunto, València (España)|962.677.302
323|Clínica Veterinaria Vilavet El Osito|Tuejar S/N|L'Eliana, València (España)|961.656.493
324|Clínica Veterinaria Scooby|Erudito Orellana, 24|Valencia, València (España)|963.270.666
325|Centro Veterinario Vetercan|Riera de Sant LLorenç, 113|Gavà, Barcelona (España)|936.620.099
326|Clínica Veterinària Progres|Plaça Progres, 2|Terrassa, Barcelona (España)|937.808.800
327|Centro Veterinario El Encinar de Los Reyes|Camino del Cura, 10|Alcobendas, Madrid (España)|916.255.366
328|Clinica Veterinària del Bages|Circumval.lació, 72|Manresa, Barcelona (España)|938.735.691
329|Clínica Veterinaria Guadarrama|Escorial, 8|Guadarrama, Madrid (España)|918.542.453
330|Hospital de Día Vetersalud SANSEPET|Avenida de Extremadura, 7|San Sebastián de los Reyes, Madrid (España)|916.546.917
331|Hospital Veterinario Samivet|Avenida del Leguario, 135|Parla, Madrid (España)|911.901.333
332|Veterinaria Alameda|Alameda de Hércules 67|Sevilla, Sevilla (España)|954.378.569, 667.004.500
333|Integral Clínica Veterinaria Cullera|Cervantes 32 bajo Integral Clínica Veterinaria|Cullera, València (España)|961.722.020
334|CLINICA LA VICUÑA|Calle Obispo Herrera Oria 1. Bajo interior Edificio Alicia|Benalmádena, Málaga (España)|952.447.783
335|Clínica Veterinaria DContreras|Puerto de la Bonaigua 58|Madrid, Madrid (España)|914.776.350
336|Clínica Veterinaria Dálmata|Carrer Rosa Ribas i Parellada, 56|El Prat de Llobregat, Barcelona (España)|933.789.569
337|La Maquinista Veterinària|Passatge Posoltega, 1 bajos|Barcelona, Barcelona (España)|933.455.853
338|VITALCAN Centro Veterinario|C/ Factores, 8 local 24|Sevilla, Sevilla (España)|954.029.200
339|CLÍNICA VETERINARIA VET&VET SEVILLA|AVDA ALTAMIRA 11 LOCAL 23, ACCESO POR CUEVA AGU|Sevilla, Sevilla (España)|955.118.092, 638.470.880
340|Clinica Veterinaria Guau & Miau|Pol.Industrial La Cova, Calle Alcota Nº9 Pol.Industrial La Cova, Calle Alcota Nº9|Manises, València (España)|961.548.346
341|PETS CARE veterinario Puerto de Mazarrón|Avenida de Bolnuevo, 112 Urbaninzación Pueblo Salado|Puerto de mazarron, Murcia (España)|868.081.623
342|Clínica Veterinaria Albacora|Calle Pintor Miguel Ayala, 13|Jaén, Jaén (España)|953.275.305
343|Bestioles Clínica Veterinària|Roger de Flor, 148-162|Barcelona, Barcelona (España)|932.652.277
344|Clínica Veteralia Verneda|Huelva, 136|Barcelona, Barcelona (España)|933.136.108
345|Clínica Veterinaria Sagrada Familia|Còrsega, 537 bajos|Barcelona, Barcelona (España)|934.358.867, 934.359.504
346|Clivet Guau Clínica Veterinària Llinars del Vallès|Camèlies, 5|Llinars del Vallès, Barcelona (España)|938.412.091
347|La Casa del Perro|General Ricardos, 97|Madrid, Madrid (España)|914.727.509
348|Clínica Veterinaria Velázquez - Doctor Castelo|Dr. Castelo, 16|Madrid, Madrid (España)|915.044.412
349|Clínica Veterinaria Velázquez -José del Hierro|José del Hierro, 41|Madrid, Madrid (España)|914.082.428
350|Hospital Veterinario Fuente El Saz|Torrelaguna, 45 (Ctra. Fuente El Saz- Algete)|Fuente el Saz de Jarama, Madrid (España)|916.200.098
351|Centro Veterinario Villalba IF|Pl. Belgas, 12|Collado Villalba, Madrid (España)|918.505.581
352|Capicua Centre Veterinari|Rector Tomàs Vila, 19|Sant Feliu de Codines, Barcelona (España)|938.662.472
353|Clínica Veterinaria Añó|Conde de Trénor, 4|Valencia, València (España)|963.912.626
354|Clínica Veterinaria Añó|Ramón Gordillo, 7|Valencia, València (España)|963.699.280
355|Clínica Veterinaria Malilla|Ingeniero Joaquín Benlloch, 15|Valencia, València (España)|963.955.271
356|Clínica Veterinaria San Isidro|Nicolau Primitiu Gómez Serrano, 10|Valencia, València (España)|963.574.944
357|Sanchinarro Centro Veterinario|Príncipe Carlos s/n, Semiesquina Vicente Blasco Ibáñez|Madrid, Madrid (España)|91 .750. 31. 84
358|Clínica Veterinaria Xàtiva|Reina, 25|Xàtiva, València (España)|962.283.597
359|Valls Veterinaria|Benicanena, 46|Gandia, València (España)|962.879.806
360|Clínica Veterinaria Les Escoles|Bautista Fenollosa Alcaina, 5|Rafelbunyol, València (España)|961.935.421
361|Clínica Veterinària Paral-lel|Plaça de las Navas 4|Barcelona, Barcelona (España)|933.284.888
362|Centre Veterenari Giravet|Rbla. Generalitat, 12-16|Vilafranca del Penedès, Barcelona (España)|938.199.155
363|Centre Veterinari Mima'ns|Plaça de la Peixateria, 9|Vilanova i la Geltrú, Barcelona (España)|938.931.485
364|Clínica Veterinaria V Centenario|Calle Sefarditas 12|Leganés, Madrid (España)|912.957.111
365|Chic! Consulta Veterinària|Rossellò 339 esq. Paseo San Juan|Barcelona, Barcelona (España)|934.588.379
366|Hospital Veterinari Riera Alta|Riera Alta, 25|Barcelona, Barcelona (España)|933.298.150
367|Clínica Veterinària Marina|Passeig Mossèn Jaume Gordi, 17|Santa Coloma de Gramenet, Barcelona (España)|934.681.710
368|Clínica Veterinaria Dr. Sánchez del Río|calle arroyo hondo 34|Velez malaga, Málaga (España)|952.504.936, 669.388.631
369|Centro Veterinario Veterín|Calle Exposición 32 Local Izquierda PISA|Mairena del Aljarafe, Sevilla (España)|955.887.255
370|Vetex Centre Veterinari d'Animals Exòtics|Viladomat, 147|Barcelona, Barcelona (España)|933.251.499
371|Serveis Veterinaris Baix Llobregat|Carrer de Barcelona, 28|Esparreguera, Barcelona (España)|937.729.136
372|Eguisof Centro Veterinario Equino|Carretera Valldoriolf. km 2,5 (Finca Can jane)|La Roca del Vallès, Barcelona (España)|670.242.687, 659.441.109
373|Clínica Veterinaria La Ronda|C/ PRIMERO DE MAYO 19|Santa Fe, Granada (España)|958.510.269, 610.459.976
374|Clínica Ginzo De Limia|Ginzo de Limia, 33|Madrid, Madrid (España)|91 .730. 90. 86
375|Clínica Veterinaria Parque de Los Estados|De Venezuela, 4|Fuenlabrada, Madrid (España)|916.971.571
376|Clínica Veterinaria Ciudad De Las Ciencias|Plaza Bandes de Música de la Comunitat Valenciana, 4|Valencia, València (España)|963.954.020
377|Clínica Veterinaria Malvarrosa|Gran Canaria, 50 G|Valencia, València (España)|963.555.349
378|Centro Veterinario Casau-Dog|Juan Ramón Jiménez, 41|Valencia, València (España)|963.335.286
379|Veterval Clínica Veterinaria|Ravanell, 8 bajo (Valterna)|Paterna, València (España)|961.827.405
380|Clínica Veterinaria L'Horta|Av. Nord, 7|Picassent, València (España)|961.240.276
381|Hospital Veterinario como el Perro y el Gato|Músico Mariano Puig Yago, 38|Torrent, València (España)|961.571.949
382|Clínica Veterinària Pineda|Av. Pineda, 55|Castelldefels, Barcelona (España)|936.363.353
383|Clínica Veterinària Verdum|Enric Casanovas, 72|Barcelona, Barcelona (España)|933.547.501
384|Centro Veterinario Del Real Sitio|Santa Rita, 6|San Lorenzo de El Escorial, Madrid (España)|918.960.390, 607.997.314
385|Ciro Alaminos Clínica Veterinària|Pl. Francesc Macià, 2|Cardedeu, Barcelona (España)|938.712.599
386|Clínica Veterinaria 13 de diciembre|avda buenos aires 49 bajo avda buenos aires 49 bajo|Vigo, Pontevedra (España)|886.133.425
387|Veterinario Jesus En Ibiza|Carrer Faisán 4,|Eivissa, Illes Balears (España)|971.312.929
388|Clivet Guau Clínica Veterinària Sant Antoni Vilamajor|Av. Catalunya, 32|Sant Antoni de Vilamajor, Barcelona (España)|938.452.630
389|Centre Veterinari Les Corts|Nicaragua, 90|Barcelona, Barcelona (España)|934.305.696
390|Centre Veterinari Raventós-Soler|Didac Priu, 29|Sant Boi de Llobregat, Barcelona (España)|936.305.946
391|Centre Veterinari Santpedor|Plaça de la Pau, 4|Santpedor, Barcelona (España)|938.273.219
392|Clínica Veterinaria Pirámides|Paseo Acacias, 59|Madrid, Madrid (España)|914.741.042
393|Clínica Veterinaria Ciudad De Los Ángeles|Avda. Verbena de la Paloma, 8|Madrid, Madrid (España)|913.175.562, 913.176.553
394|Hospital Veterinario Parla Sur|Avenida de Ronda, 21 (Pol. ind. La Ermita)|Parla, Madrid (España)|916.989.849
395|Centro Veterinario Los Sauces|Santa Engracia, 63|Madrid, Madrid (España)|914.454.305
396|Clínica Veterinaria Conde Duque|Conde Duque, 46|Madrid, Madrid (España)|914.482.715, 914.472.895
397|Centro Veterinario Mejorada|Beatriz, 3|Mejorada del Campo, Madrid (España)|916.681.042
398|Centro Veterinario Aravaca|Agustín Lara, 1|Madrid, Madrid (España)|913.079.672
399|Clínica Veterinaria El Olivar|Avda. Buenos Aires 19|Madrid, Madrid (España)|913.037.090
400|Clínica Veterinaria Torrefiel|Santo Domingo Savio, 65|Valencia, València (España)|963.369.962, 960.215.694
401|Clínica Veterinària Mascotes|Av. Alacant, 94|Bellreguard, València (España)|962.816.470
402|Hospital Veterinari Abat Marcet|Marques de Comillas 124|Terrassa, Barcelona (España)|937.889.816
403|Ambulanvet|José María Pereda, 13|Alcalá de Henares, Madrid (España)|918.027.880
404|Tu Mascota Centre Veterinari|C/ Pirineus, 8-10 C/ Pirineus, 8-10|El Prat de Llobregat, Barcelona (España)|934.787.639
405|Veterinària Equina Helena Romero|Espigol, 2|Rubí, Barcelona (España)|649.085.660
406|Centro Veterinario Moviecan|Agustín Rodríguez Sahagún, 58|Los Santos de la Humosa, Madrid (España)|918.849.366
407|Assisvet|Plaza Bucarest , 7|Castellón de la Plana, Castellón (España)|964.229.838
408|Clínica Veterinaria Valdevet|La Fuente 57|Valdemorillo, Madrid (España)|918.977.280
409|Clínica Veterinaria Centralvet|C/ Madrid 13|Alcorcón, Madrid (España)|911.155.470
410|Centro Veterinario San Antón|Pintor Sorolla, 6|Colmenar Viejo, Madrid (España)|918.461.446
411|Servivet Vallès Clínica Veterinària|Mossen Jacinto Verdaguer, 1|Palau-solità i Plegamans, Barcelona (España)|938.645.201
412|Clínica Veterinaria Nuevo Zoo|Escosura, 19|Madrid, Madrid (España)|914.476.952
413|Clínica Veterinària Badalona|Sant Miquel, 35|Badalona, Barcelona (España)|933.842.512
414|Clínica Veterinaria Anubis|Avenida Europa, 20 bajobajo|Pozuelo de Alarcón, Madrid (España)|913.528.077
415|Clínica Veterinaria Santo Domingo|Avenida de Guadalix, 35 loc. 38-B|Algete, Madrid (España)|916.221.269
416|Clínica Veterinaria Montepríncipe|Av. Montepríncipe S/N|Boadilla del Monte, Madrid (España)|917.150.805
417|Exomed Veterinària|Balmes, 222|Barcelona, Barcelona (España)|932.372.004
418|Clinics Veterinària Caldes de Montbui|Buenos Aires, 48|Caldes de Montbui, Barcelona (España)|938.653.667
419|Clínica Veterinària Ca N'Oriac|Gironès, 48|Sabadell, Barcelona (España)|937.230.311
420|Centre Veterinari Triomf|Transversal, 275|Terrassa, Barcelona (España)|937.349.830
421|Vilavet Consultori Veterinari|Avinguda Llorenç Puig i Tomàs, 24|Viladecans, Barcelona (España)|936.377.552
422|Centro Veterinario El Deleite|Florida, 78|Aranjuez, Madrid (España)|918.915.439
423|Araceli Fernández|Río Tajo, 2|Galapagar, Madrid (España)|918.585.906
424|Clínica Veterinaria Exivet|Ronda Europa 533-535|Sabadell, Barcelona (España)|937.465.130
425|Centro Veterinario Foresta|Sector Foresta, 5 bajo|Tres Cantos, Madrid (España)|918.034.287
426|Anaga Centro Veterinario|Fernando VII, 5|Madrid, Madrid (España)|917.540.296
427|Hospital de Día Vetersalud Dana|Avda. Ntra. Sra. de Valvanera, 316|Madrid, Madrid (España)|915.254.455
428|Veterinario de Caballos - EQUINOVET|Almerimar Jabeque 16 Local 7|Almerimar, Almería (España)|607.168.173
429|Unidad Movil Veterinaria|C/ Alameda 6, Local 10|Madrid, Madrid (España)|918.164.984, 659.890.379
430|Vicalcan Centros Veterinarios - Clínica San Ciriaco|San Ciriaco, 3|Madrid, Madrid (España)|917.763.286
431|Servicios Veterinarios a Domicilio Madrid|Sur de Madrid|Madrid, Madrid (España)|676.168.902
432|Clínica Veterinaria Aries|Calle Principe Don Juan Carlos 1|Alcorcón, Madrid (España)|916.111.629
433|Clínica Veterinaria Providència|Pça Rovira i Trias nº 6|Barcelona, Barcelona (España)|932.182.315
434|Clínica Veterinària Santa Marta|Santa Marta, 19 bajo|Mataró, Barcelona (España)|937.902.603
435|Centre Veterinari Frank|Avda. Mestre Muntaner, 37|Igualada, Barcelona (España)|938.049.400
